id,date,price,bedrooms,bathrooms,sqft_living,yr_built,condition
822079033,2015-04-22,350000.0,3,1.5,1250.0,1980,4.0
3760000030,2014-10-30,669950.0,5,2.5,2820.0,1960,4.0
3881900445,2014-07-09,399950.0,5,2.75,1970.0,1986,3.0
7846700310,2014-06-23,280000.0,2,1.0,1010.0,1925,4.0
925059078,2014-08-19,604950.0,3,2.5,2110.0,2013,3.0
3574800520,2014-06-20,441000.0,3,2.75,1910.0,1979,3.0
3444100400,2015-03-16,349000.0,3,1.75,1790.0,1965,5.0
9385200045,2015-05-12,430000.0,3,2.5,1660.0,2015,3.0
9385200055,2014-09-12,650000.0,3,3.25,1510.0,2001,3.0
6197800045,2014-09-24,290000.0,3,1.0,1210.0,1954,3.0
8961960160,2014-10-28,480000.0,4,2.5,3230.0,2001,3.0
4168000060,2015-02-26,153000.0,3,1.0,1200.0,1962,3.0
2422029094,2014-07-16,517534.0,2,1.0,833.0,2006,3.0
3869900162,2014-09-04,430000.0,2,1.75,1030.0,2006,3.0
6381500700,2014-11-05,365000.0,4,1.0,1590.0,1944,3.0
731500200,2015-01-13,347500.0,4,2.5,2156.0,2012,3.0
1771000890,2014-09-17,305000.0,3,1.0,1160.0,1967,3.0
7806300030,2014-09-17,430000.0,3,2.75,3080.0,1958,4.0
1727500340,2014-06-14,397500.0,3,2.0,1510.0,1972,3.0
9212900260,2014-05-27,468000.0,2,1.0,1160.0,1942,4.0
646910160,2014-09-03,237000.0,3,2.5,1490.0,2005,3.0
9270200160,2014-10-28,685000.0,3,1.0,1900.0,1922,3.0
7203220400,2014-07-07,430000.0,5,2.75,3595.0,2014,3.0
1836980160,2015-03-24,430000.0,4,2.5,2680.0,1999,3.0
7011200260,2014-12-19,430000.0,4,2.0,1900.0,1900,3.0
1774220160,2014-11-04,632925.0,3,2.5,1900.0,1978,4.0
5437810320,2014-11-17,269950.0,3,1.5,1950.0,1975,4.0
1545807610,2015-04-29,270500.0,3,2.5,1780.0,1978,3.0
9485740340,2015-03-10,346900.0,4,2.5,1900.0,1999,3.0
2254502445,2014-05-30,385000.0,3,1.0,1220.0,1901,3.0
2525500260,2014-11-24,331000.0,3,1.75,1300.0,1986,3.0
8146100270,2015-03-24,824000.0,4,2.25,2490.0,1961,4.0
5127001620,2015-02-11,315000.0,3,1.75,1580.0,1974,4.0
3575200070,2014-11-04,430000.0,3,2.25,2060.0,1984,3.0
224069094,2014-09-11,530000.0,3,2.25,2120.0,1967,3.0
9297300055,2015-01-24,650000.0,4,3.0,2950.0,1979,3.0
2487200875,2014-12-09,604000.0,4,3.0,1960.0,1965,5.0
7972601890,2014-10-20,385000.0,4,1.75,1900.0,1955,4.0
7853240200,2014-05-16,619000.0,3,2.5,2720.0,2005,3.0
1774000200,2014-12-02,400000.0,3,1.75,1920.0,1968,3.0
405100295,2014-08-26,265000.0,3,1.75,1900.0,1954,3.0
66000070,2015-04-06,315000.0,2,1.0,630.0,1918,3.0
2697100140,2015-01-05,423000.0,4,2.25,2200.0,1962,3.0
7212652180,2014-07-01,314500.0,3,2.0,2050.0,1993,3.0
2988000070,2015-03-04,405000.0,5,1.75,1550.0,1961,3.0
7520000520,2014-09-05,232000.0,2,1.0,1240.0,1922,3.0
2122039094,2014-11-26,705000.0,3,3.0,1970.0,1980,4.0
3793500160,2015-03-12,323000.0,3,2.5,1890.0,2003,3.0
7137970340,2014-07-03,285000.0,5,2.5,2270.0,1995,3.0
7138000260,2014-06-05,430000.0,3,2.0,1750.0,1961,3.0
7899800860,2015-03-19,259950.0,2,2.0,1070.0,2008,3.0
9133600075,2014-08-21,373000.0,3,1.75,1830.0,1958,3.0
686500030,2014-12-02,650000.0,6,2.75,3610.0,1966,4.0
7548300731,2014-08-08,559950.0,3,2.5,1660.0,2014,3.0
3126069068,2015-04-24,485000.0,4,1.75,2560.0,1962,4.0
5101405124,2014-09-12,435000.0,4,2.5,1900.0,1940,4.0
100600550,2014-08-04,226500.0,3,1.5,1300.0,1976,4.0
6021501535,2014-07-25,430000.0,3,1.5,1580.0,1939,3.0
1843200240,2015-05-05,200000.0,2,1.5,1900.0,1978,3.0
8856950070,2014-12-10,329500.0,4,2.5,1820.0,1994,3.0
7800800160,2014-11-21,375000.0,3,2.25,2120.0,1983,4.0
5634500392,2015-04-10,330000.0,3,3.0,2420.0,1988,4.0
11510310,2014-09-05,835000.0,4,2.75,3130.0,1993,3.0
2586800270,2015-04-07,425000.0,4,1.0,1260.0,1925,3.0
7375300160,2015-03-09,530000.0,5,2.25,2720.0,1958,4.0
1324059104,2015-04-21,691100.0,3,2.75,2360.0,1983,4.0
1126049053,2014-11-13,770000.0,4,2.75,3820.0,2014,3.0
1274500060,2014-08-25,204000.0,3,1.0,1000.0,1968,4.0
2264500350,2015-04-18,615000.0,4,1.0,1330.0,1901,4.0
6378500125,2015-05-01,436000.0,2,1.0,1040.0,1939,4.0
4058000060,2015-04-09,416000.0,3,2.0,2220.0,1976,5.0
1332700270,2014-05-19,215000.0,2,2.25,1610.0,1979,4.0
826079094,2015-03-24,330000.0,3,2.0,1900.0,1997,3.0
4060000240,2014-06-23,205425.0,2,1.0,880.0,1945,4.0
192460310,2015-03-24,269900.0,3,1.75,1140.0,1986,3.0
2200500350,2014-08-12,500000.0,2,1.0,1640.0,1954,4.0
326069104,2014-07-01,800000.0,3,3.5,3830.0,1993,3.0
7129300520,2014-10-13,221900.0,3,1.0,1180.0,1955,3.0
7504101230,2014-06-23,675000.0,4,2.5,1900.0,1982,3.0
4233400340,2014-08-20,185000.0,3,1.75,1430.0,1994,3.0
1623049062,2015-03-04,210000.0,2,1.0,1900.0,1950,3.0
8658300340,2014-05-23,80000.0,1,0.75,430.0,1912,2.0
2022069200,2015-05-05,455000.0,4,2.5,2210.0,1997,3.0
6411600069,2014-05-21,325000.0,3,1.0,990.0,1947,4.0
3362400431,2014-06-26,518500.0,3,3.5,1590.0,2010,3.0
722059070,2015-01-15,235000.0,3,1.0,1430.0,1961,4.0
9323600060,2014-07-15,942500.0,5,3.5,3750.0,1981,4.0
625049299,2014-12-03,482000.0,2,1.0,1900.0,1941,3.0
8564950390,2014-09-19,525000.0,4,2.5,2450.0,2003,3.0
4235400186,2014-11-24,331000.0,3,1.75,1080.0,1954,3.0
9521101455,2014-07-23,548000.0,2,1.0,1470.0,1916,4.0
6071600370,2015-02-27,500000.0,4,2.25,2030.0,1961,4.0
922049078,2014-11-18,157000.0,1,1.0,870.0,1939,3.0
2591820310,2014-10-06,365000.0,4,2.25,2070.0,1986,4.0
3530490070,2014-06-13,210000.0,2,1.75,1440.0,1978,4.0
192460060,2014-07-15,330000.0,3,1.75,1510.0,1985,3.0
3291800710,2014-11-20,338000.0,4,3.0,2090.0,1986,3.0
2557000400,2015-04-09,272500.0,3,2.5,2070.0,1979,3.0
2436701180,2014-08-14,671500.0,5,2.75,2160.0,1927,5.0
8651520400,2014-06-12,610750.0,4,2.25,2180.0,1984,3.0
3416600800,2015-02-09,834000.0,4,2.5,2370.0,1928,5.0
3775300030,2014-12-31,333500.0,3,1.75,1220.0,1965,3.0
8945200830,2015-03-25,210490.0,3,1.0,990.0,1966,3.0
7374200030,2015-04-16,387000.0,4,1.75,2500.0,1973,3.0
2231500030,2014-10-01,315000.0,4,2.25,2180.0,1954,5.0
3340401555,2014-11-05,235000.0,4,1.5,1690.0,1930,4.0
8644000060,2014-10-24,237000.0,3,1.75,1270.0,1960,3.0
7796450200,2014-05-15,256883.0,3,2.5,1690.0,2003,3.0
6067910030,2015-03-16,664000.0,4,2.75,2510.0,1978,5.0
3530510041,2014-07-23,188500.0,2,1.75,1240.0,1985,4.0
8079040320,2015-02-23,430000.0,4,3.0,1850.0,1991,3.0
284000223,2014-09-16,578000.0,3,1.75,2120.0,1977,3.0
1952200240,2014-06-11,850830.0,3,2.5,2070.0,1910,5.0
6844700810,2014-09-01,438924.0,3,1.5,1050.0,1949,3.0
8820903380,2015-01-02,730000.0,6,2.25,2660.0,1937,3.0
3876300310,2014-10-22,439000.0,4,2.25,2060.0,1975,3.0
9346980140,2014-08-20,605000.0,3,1.75,1900.0,1977,4.0
9158100075,2015-01-07,330000.0,2,1.0,1350.0,1949,3.0
4330600350,2015-01-15,315000.0,3,2.25,2200.0,1964,4.0
305500140,2015-05-12,365000.0,3,2.5,2200.0,2005,3.0
9238901420,2015-02-02,442000.0,3,1.0,1190.0,1941,4.0
5104450990,2014-06-19,429900.0,4,2.5,2640.0,1987,3.0
1994200024,2014-11-04,511000.0,3,1.0,1430.0,1947,3.0
3275860240,2014-06-18,770000.0,3,2.25,2910.0,1990,3.0
9550204515,2014-09-24,542000.0,2,1.0,890.0,1910,3.0
2013200390,2014-09-22,268000.0,4,1.75,1680.0,1977,3.0
2270000070,2014-10-30,280000.0,4,2.5,1560.0,2003,3.0
1895000260,2014-07-21,207950.0,2,2.0,890.0,1917,3.0
2608300030,2014-05-16,408200.0,3,2.5,1800.0,1990,4.0
8732131090,2015-04-28,295000.0,4,2.5,2160.0,1978,4.0
2597650240,2014-10-23,520000.0,3,2.25,2030.0,1984,3.0
3363900111,2014-12-03,437500.0,2,1.0,990.0,1907,5.0
8159610060,2014-11-19,430000.0,3,2.0,1400.0,1974,3.0
1432900240,2015-05-08,205000.0,3,1.0,1900.0,1962,4.0
6838700060,2014-12-04,280000.0,3,2.25,1430.0,1993,3.0
1777500060,2014-07-08,527700.0,5,2.5,2820.0,1968,3.0
2473251090,2014-06-19,269900.0,4,1.75,1530.0,1968,4.0
1400300055,2015-04-28,425000.0,2,1.0,770.0,1930,3.0
325059286,2014-05-13,819900.0,5,2.75,1900.0,2013,3.0
7983200060,2015-04-24,230000.0,3,1.0,1900.0,1969,4.0
1999700045,2014-05-02,313000.0,3,1.5,1340.0,1955,3.0
2324039036,2015-04-03,597500.0,3,2.0,2150.0,1911,4.0
7972600860,2014-12-10,345000.0,4,1.0,1550.0,1957,3.0
7340500270,2015-01-23,560000.0,4,2.5,2940.0,2000,3.0
